Date,Open,High,Low,Close,Adj Close,Volume
2024-09-17,346.0,351.4,354.8,353.26,354.35,3267945
2024-09-18,496.02,506.06,520.15,508.25,508.66,3778950
2024-09-19,156.03,164.24,166.03,165.86,167.43,152980
2024-09-20,307.33,329.91,321.53,325.62,325.39,4706671
2024-09-21,450.95,452.92,452.29,452.38,452.81,2444003
2024-09-22,396.31,413.83,399.41,404.09,404.62,267354
2024-09-23,378.81,401.92,391.19,399.1,399.47,3216943
2024-09-24,380.99,407.42,395.91,401.39,402.2,1927160
2024-09-25,243.8,254.72,262.2,259.39,258.34,3325258
2024-09-26,217.44,242.25,226.89,232.95,233.0,4381545
2024-09-27,423.74,427.95,444.9,437.11,435.53,2245883
2024-09-28,424.05,449.59,449.99,449.68,449.22,2560982
2024-09-29,446.83,451.53,470.44,453.57,453.52,774265
2024-09-30,465.3,477.82,467.45,477.35,477.96,318617
2024-10-01,304.54,328.66,319.47,326.7,328.5,2990346
2024-10-02,300.61,305.95,304.65,305.06,305.46,754748
2024-10-03,419.32,426.97,427.34,427.08,428.06,3646562
2024-10-04,359.99,381.93,389.6,386.24,386.27,2064410
2024-10-05,380.79,402.67,385.92,390.18,390.72,2487748
2024-10-06,418.32,437.91,433.78,437.25,435.54,744275
2024-10-07,456.0,477.13,474.93,475.01,474.03,1307819
2024-10-08,235.2,251.94,256.57,252.39,251.84,1044186
2024-10-09,250.23,258.54,267.46,263.34,263.23,608506
2024-10-10,137.59,148.62,138.88,145.08,143.27,566718
2024-10-11,331.31,337.58,341.78,339.01,337.57,1606853
2024-10-12,114.38,141.72,130.39,140.53,139.64,362414
2024-10-13,286.24,304.16,289.79,298.94,300.82,2973944
2024-10-14,317.06,329.68,328.23,329.12,328.45,2357693
2024-10-15,214.62,229.01,216.58,217.41,217.34,2773545
2024-10-16,336.33,364.8,339.61,352.67,351.46,3526144
2024-10-17,112.2,117.65,124.71,123.65,124.09,3958401
2024-10-18,114.94,132.94,119.79,129.49,128.61,134932
2024-10-19,429.04,444.71,446.5,445.58,444.41,278083
2024-10-20,244.08,262.81,265.07,263.53,263.6,1761498
2024-10-21,150.82,152.35,175.04,174.1,172.12,3887809
2024-10-22,308.9,335.19,315.7,317.35,315.38,4886709
2024-10-23,408.0,436.03,413.85,429.74,428.61,1568426
2024-10-24,186.33,203.72,190.36,191.32,189.47,3240431
2024-10-25,349.16,370.36,368.61,368.74,367.17,2602316
2024-10-26,134.14,161.89,155.63,155.7,155.06,299220
2024-10-27,120.67,142.18,122.59,141.33,142.54,3986765
2024-10-28,312.54,317.97,340.69,323.93,324.22,1405285
2024-10-29,316.25,333.97,318.76,324.13,324.18,4686029
2024-10-30,354.97,373.57,371.67,372.23,371.41,2932705
2024-10-31,390.44,403.74,412.0,409.11,410.84,2674749
2024-11-01,490.34,512.7,516.6,513.58,513.16,4009453
2024-11-02,306.52,334.62,328.23,332.45,330.8,1416978
2024-11-03,229.18,257.02,253.43,254.1,254.57,2931989
2024-11-04,418.07,432.15,428.92,429.48,427.94,994156
2024-11-05,208.33,212.62,232.96,230.96,230.34,3723543
2024-11-06,275.59,305.15,278.91,296.24,296.27,873659
2024-11-07,131.38,156.71,158.33,157.09,158.59,4953082
2024-11-08,110.14,114.76,127.02,123.77,123.74,2247035
2024-11-09,485.06,512.76,509.76,509.82,510.63,1213920
2024-11-10,434.39,460.62,448.51,449.5,451.48,3118591
2024-11-11,378.39,394.44,398.05,394.55,393.08,3620954
2024-11-12,263.58,281.73,279.85,280.4,279.5,757852
2024-11-13,169.32,181.89,191.53,184.11,183.69,1166618
2024-11-14,162.57,165.16,165.94,165.46,165.14,3921147
2024-11-15,200.1,210.82,202.85,205.89,205.54,1117810
2024-11-16,319.69,343.97,327.86,331.17,332.8,822283
2024-11-17,385.84,386.97,391.47,390.92,391.78,2924863
2024-11-18,364.08,374.75,390.36,380.76,381.19,1831367
2024-11-19,211.97,224.52,219.33,223.35,222.59,3382863
2024-11-20,481.95,498.53,511.25,503.06,504.35,2909033
2024-11-21,395.16,422.83,405.93,414.89,416.71,4542669
2024-11-22,321.74,332.79,328.02,328.22,329.51,1588315
2024-11-23,344.69,355.75,368.59,356.15,354.16,1359590
2024-11-24,267.84,290.23,287.94,289.77,290.31,3514438
2024-11-25,199.09,213.21,214.54,214.15,212.35,4590197
2024-11-26,242.39,249.9,259.49,250.09,249.13,3055529
2024-11-27,403.14,417.26,425.0,420.34,418.58,2235541
2024-11-28,105.76,110.84,113.38,111.9,112.32,2821139
2024-11-29,146.43,152.54,176.32,158.53,159.28,1479793
2024-11-30,118.4,133.85,147.67,136.45,134.91,4500512
2024-12-01,116.29,129.44,136.15,131.75,131.28,4954490
2024-12-02,442.18,469.71,448.97,451.63,451.45,2907706
2024-12-03,381.46,392.97,402.19,399.07,398.55,3211473
2024-12-04,289.67,307.51,292.76,306.45,304.93,1108657
2024-12-05,139.13,158.47,141.02,144.94,144.62,936215
2024-12-06,296.65,298.03,305.12,302.48,303.48,3043449
2024-12-07,289.39,309.63,303.8,306.32,304.61,1459991
2024-12-08,169.28,175.44,195.46,186.67,184.99,2521910
2024-12-09,273.54,302.41,295.63,299.79,299.21,434528
2024-12-10,259.4,264.71,281.94,265.69,267.46,2545610
2024-12-11,346.34,359.36,359.68,359.6,360.28,2725223
2024-12-12,354.04,357.51,365.07,364.15,364.87,622181
2024-12-13,118.12,148.03,129.88,133.47,132.91,3655525
2024-12-14,249.85,265.41,279.49,267.0,267.38,1660824
2024-12-15,350.34,368.61,352.51,362.91,360.95,149227
2024-12-16,301.25,304.2,327.4,320.77,321.31,1783055
2024-12-17,442.6,465.34,460.38,464.43,466.08,702137
2024-12-18,363.48,370.56,377.2,371.48,371.93,291854
2024-12-19,165.17,192.22,187.21,191.45,192.94,4884196
2024-12-20,128.23,135.18,143.34,135.84,136.73,670327
2024-12-21,356.97,363.5,383.3,378.3,376.79,1667153
2024-12-22,110.6,112.66,137.72,118.8,120.41,4355398
2024-12-23,334.31,349.0,347.54,348.21,346.48,1495255
2024-12-24,476.09,493.47,485.12,492.15,492.29,4166004
2024-12-25,330.19,333.1,348.37,337.24,335.81,1816684
2024-12-26,255.27,278.76,282.73,279.65,277.69,1819858
2024-12-27,357.32,371.46,364.42,369.04,368.73,489083
2024-12-28,283.3,299.51,302.37,301.86,301.04,1404316
2024-12-29,318.25,332.03,337.56,334.55,334.49,1911740
2024-12-30,476.59,489.21,498.85,489.36,489.66,4272627
2024-12-31,254.44,271.67,259.26,270.89,269.07,4594946
2025-01-01,484.48,489.98,506.24,505.53,504.03,2305936
2025-01-02,462.14,468.42,489.5,486.03,486.26,4311400
2025-01-03,178.32,204.31,184.53,187.13,186.51,4651094
2025-01-04,127.74,156.18,135.63,150.55,151.47,2717184
2025-01-05,140.31,152.14,169.48,155.3,155.91,2922066
2025-01-06,107.29,116.14,113.54,114.09,115.48,3780771
2025-01-07,137.78,157.45,163.55,160.47,161.24,1550724
2025-01-08,373.2,386.06,388.48,386.44,386.16,1975730
2025-01-09,128.48,130.21,136.65,131.93,132.62,4572530
2025-01-10,227.59,233.12,253.84,242.61,241.71,4330614
2025-01-11,437.95,459.71,451.86,456.5,455.72,4093290
2025-01-12,109.31,129.42,125.24,127.36,128.52,685673
2025-01-13,425.79,427.57,437.21,434.34,434.12,4072224
2025-01-14,212.74,220.18,230.94,224.86,226.05,1898529
2025-01-15,147.27,154.97,153.01,154.36,155.65,1104316
2025-01-16,378.69,399.18,391.04,398.15,399.58,4310915
2025-01-17,351.58,353.15,380.69,363.17,364.83,4977514
2025-01-18,450.99,455.01,459.47,456.07,455.8,1646675
2025-01-19,394.03,418.23,414.07,414.74,414.01,716673
2025-01-20,421.39,427.57,431.82,429.86,430.19,811849
2025-01-21,212.81,232.74,236.24,236.21,235.7,1738665
2025-01-22,170.98,178.88,175.77,176.54,176.94,1171068
2025-01-23,400.25,404.13,429.37,411.03,411.86,1045891
2025-01-24,422.73,430.79,436.89,430.84,431.59,763494
2025-01-25,496.2,518.15,504.05,505.45,504.94,433177
2025-01-26,265.05,290.86,268.18,277.29,275.95,652762
2025-01-27,248.81,273.88,254.73,270.05,269.78,777876
2025-01-28,410.57,423.08,426.64,425.91,424.48,3714697
2025-01-29,236.32,256.7,247.09,252.42,253.98,1216184
2025-01-30,472.3,479.25,497.34,484.08,483.46,1770511
2025-01-31,443.37,452.87,456.86,454.4,453.02,4594074
2025-02-01,271.6,298.59,279.81,283.34,281.44,3551815
2025-02-02,400.35,401.73,419.25,413.02,413.6,56002
2025-02-03,401.82,405.3,423.31,409.19,409.74,4620146
2025-02-04,141.25,148.28,147.09,147.75,147.11,725339
2025-02-05,461.02,462.79,466.88,466.86,465.15,4149289
2025-02-06,302.1,308.36,304.16,307.36,307.0,1794006
2025-02-07,430.58,448.49,452.94,452.78,452.03,4923478
2025-02-08,228.02,241.24,248.27,243.03,243.74,638889
2025-02-09,458.21,485.1,472.97,475.43,475.85,2377108
2025-02-10,255.68,280.39,281.16,280.42,279.88,4599699
2025-02-11,104.34,115.25,128.7,123.75,122.62,3854886
2025-02-12,462.15,470.68,480.13,477.04,478.99,935779
2025-02-13,136.51,148.53,162.69,160.58,160.4,2539832
2025-02-14,227.73,245.84,234.69,238.1,238.86,3329151
2025-02-15,480.02,488.8,484.27,488.24,486.8,235391
2025-02-16,480.24,499.34,489.07,499.31,499.25,201387
2025-02-17,329.38,342.25,332.03,335.79,333.9,3642632
2025-02-18,352.73,369.74,369.14,369.41,369.43,4618474
2025-02-19,279.38,293.03,307.54,297.06,298.92,2794067
2025-02-20,217.28,226.82,219.43,225.98,225.52,1384073
2025-02-21,231.47,259.97,236.01,250.22,248.37,2545394
2025-02-22,369.01,392.15,383.12,386.66,384.78,4567220
2025-02-23,400.95,406.01,429.03,419.53,419.09,4382352
2025-02-24,416.63,442.82,426.8,437.94,436.58,1434663
2025-02-25,415.85,430.98,431.56,431.56,429.65,2479146
2025-02-26,136.48,163.42,138.69,154.01,155.04,3301070
2025-02-27,297.77,321.96,303.07,309.79,309.62,696268
2025-02-28,123.02,136.35,152.64,139.71,138.86,811955
2025-03-01,319.81,321.46,348.8,346.26,347.86,1121009
2025-03-02,276.61,285.4,277.76,282.25,280.72,2023148
2025-03-03,455.08,471.79,483.68,477.96,479.79,4477223
2025-03-04,240.37,259.74,259.9,259.8,259.05,1529593
2025-03-05,146.83,155.31,173.0,171.85,173.4,2454291
2025-03-06,157.2,162.24,171.38,166.08,166.49,157745
2025-03-07,404.6,429.82,420.56,425.76,427.06,3802824
2025-03-08,347.29,376.83,362.46,370.52,372.46,1740992
2025-03-09,140.45,156.69,160.79,158.32,157.47,147686
2025-03-10,133.64,139.62,138.69,139.32,141.17,2077636
2025-03-11,380.39,389.28,382.26,387.91,387.47,4161923
2025-03-12,129.11,130.64,139.04,136.77,136.31,1993044
2025-03-13,428.74,456.26,450.18,455.2,454.56,3934221
2025-03-14,382.5,386.91,389.35,388.14,388.3,3324344
2025-03-15,132.54,150.26,153.07,152.85,151.47,59976
2025-03-16,133.94,142.88,163.06,161.88,162.1,2532620
2025-03-17,494.66,511.73,498.38,502.84,503.01,2373128
2025-03-18,249.71,269.6,270.21,269.73,270.78,3377611
2025-03-19,248.26,273.32,262.13,270.05,271.38,4415813
2025-03-20,425.12,432.11,451.3,436.16,435.92,3652693
2025-03-21,478.9,480.22,485.04,482.54,481.75,2037320
2025-03-22,494.4,499.37,515.49,508.39,507.43,1822105
2025-03-23,401.35,428.45,426.66,426.92,425.7,1957238
2025-03-24,250.5,276.85,278.9,278.22,276.46,1405796
2025-03-25,133.4,151.73,154.21,153.13,152.5,4819045
2025-03-26,410.86,429.27,426.28,426.54,425.62,3571262
2025-03-27,323.36,343.65,342.28,342.58,344.45,218859
2025-03-28,269.69,275.77,295.89,283.86,284.09,4037902
